timestamp,heart_rate,stress_level,steps,calories_burned,sleep_minutes,sleep_hours
2025-12-07 15:00:00,81,36.0,13129.0,525.16,0.0,0.0
2025-12-07 15:15:00,81,36.0,13129.0,525.16,0.0,0.0
2025-12-07 15:30:00,88,42.0,13129.0,525.16,0.0,0.0
2025-12-07 15:45:00,86,40.0,13129.0,525.16,0.0,0.0
2025-12-07 16:00:00,73,29.0,13129.0,525.16,0.0,0.0
2025-12-07 16:15:00,73,,13129.0,525.16,0.0,0.0
2025-12-07 16:30:00,72,29.0,13129.0,525.16,0.0,0.0
2025-12-07 16:45:00,69,26.0,13129.0,525.16,0.0,0.0
2025-12-07 17:00:00,69,26.0,13129.0,525.16,0.0,0.0
2025-12-07 17:15:00,79,34.0,13129.0,525.16,0.0,0.0
2025-12-07 17:30:00,68,25.0,13129.0,525.16,0.0,0.0
2025-12-07 17:45:00,70,27.0,13129.0,525.16,0.0,0.0
2025-12-07 18:00:00,58,18.0,13129.0,525.16,0.0,0.0
2025-12-07 18:15:00,63,23.0,13129.0,525.16,0.0,0.0
2025-12-07 18:30:00,60,20.0,13129.0,525.16,0.0,0.0
2025-12-07 18:45:00,61,21.0,13129.0,525.16,0.0,0.0
2025-12-07 19:00:00,56,16.0,13129.0,525.16,0.0,0.0
2025-12-07 19:15:00,61,,13129.0,525.16,0.0,0.0
2025-12-07 19:30:00,60,20.0,13129.0,525.16,0.0,0.0
2025-12-07 19:45:00,59,19.0,13129.0,525.16,0.0,0.0
2025-12-07 20:00:00,62,22.0,13129.0,525.16,0.0,0.0
2025-12-07 20:15:00,59,19.0,13129.0,525.16,0.0,0.0
2025-12-07 20:30:00,57,17.0,13129.0,525.16,0.0,0.0
2025-12-07 20:45:00,55,15.0,13129.0,525.16,0.0,0.0
2025-12-07 21:00:00,55,15.0,13129.0,525.16,0.0,0.0
2025-12-07 21:15:00,59,19.0,13129.0,525.16,0.0,0.0
2025-12-07 21:30:00,56,16.0,13129.0,525.16,0.0,0.0
2025-12-07 21:45:00,61,21.0,13129.0,525.16,0.0,0.0
2025-12-07 22:00:00,58,18.0,13129.0,525.16,14.281988783633873,0.2380331463938979
2025-12-07 22:15:00,57,17.0,13129.0,525.16,13.870337505251118,0.2311722917541853
2025-12-07 22:30:00,60,20.0,13129.0,525.16,11.3160512849394,0.18860085474899
2025-12-07 22:45:00,63,23.0,13129.0,525.16,15.59479993124006,0.2599133321873343
2025-12-07 23:00:00,56,16.0,13129.0,525.16,15.034405788039404,0.2505734298006567
2025-12-07 23:15:00,59,19.0,13129.0,525.16,11.735645121260196,0.19559408535433662
2025-12-07 23:30:00,58,18.0,13129.0,525.16,15.462121820665418,0.2577020303444236
2025-12-07 23:45:00,59,19.0,13129.0,525.16,14.54575723119937,0.24242928718665618
2025-12-08 00:00:00,59,19.0,13129.0,525.16,13.252337645194851,0.22087229408658085
2025-12-08 00:15:00,61,21.0,13129.0,525.16,14.014153164821268,0.2335692194136878
2025-12-08 00:30:00,56,16.0,13129.0,525.16,15.72368237179689,0.2620613728632815
2025-12-08 00:45:00,58,18.0,13129.0,525.16,17.80078253172794,0.29667970886213235
2025-12-08 01:00:00,59,19.0,13129.0,525.16,13.463809553442191,0.22439682589070317
2025-12-08 01:15:00,61,21.0,13129.0,525.16,15.48864579025722,0.258144096504287
2025-12-08 01:30:00,61,21.0,13129.0,525.16,14.08205964685983,0.2347009941143305
2025-12-08 01:45:00,60,20.0,13129.0,525.16,13.054890314379096,0.21758150523965158
2025-12-08 02:00:00,58,18.0,13129.0,525.16,13.716440928223657,0.2286073488037276
2025-12-08 02:15:00,62,22.0,13129.0,525.16,14.76103915477001,0.24601731924616685
2025-12-08 02:30:00,56,16.0,13129.0,525.16,12.784747852247843,0.21307913087079738
2025-12-08 02:45:00,59,19.0,13129.0,525.16,14.10654270604203,0.2351090451007005
2025-12-08 03:00:00,56,16.0,13129.0,525.16,15.177732624604422,0.2529622104100737
2025-12-08 03:15:00,60,20.0,13129.0,525.16,14.860631871268762,0.24767719785447936
2025-12-08 03:30:00,61,21.0,13129.0,525.16,16.871258936325713,0.28118764893876186
2025-12-08 03:45:00,57,17.0,13129.0,525.16,16.50211748010161,0.27503529133502685
2025-12-08 04:00:00,55,15.0,13129.0,,12.219450148260579,0.20365750247100964
2025-12-08 04:15:00,60,20.0,13129.0,525.16,11.706062651749868,0.19510104419583113
2025-12-08 04:30:00,58,18.0,13129.0,525.16,,
2025-12-08 04:45:00,57,17.0,13129.0,525.16,11.905810623376633,0.19843017705627722
2025-12-08 05:00:00,62,22.0,13129.0,525.16,11.444210064072333,0.19073683440120556
2025-12-08 05:15:00,60,20.0,13129.0,525.16,11.703946010554487,0.1950657668425748
2025-12-08 05:30:00,60,20.0,13129.0,525.16,16.13423864605139,0.2689039774341898
2025-12-08 05:45:00,58,18.0,13129.0,525.16,15.074442127310487,0.25124070212184146
2025-12-08 06:00:00,55,15.0,4209.0,168.36,0.0,0.0
2025-12-08 06:15:00,56,16.0,4209.0,168.36,0.0,0.0
2025-12-08 06:30:00,55,15.0,4209.0,168.36,0.0,0.0
2025-12-08 06:45:00,54,14.0,4209.0,168.36,0.0,0.0
2025-12-08 07:00:00,55,15.0,4209.0,168.36,0.0,0.0
2025-12-08 07:15:00,60,20.0,4209.0,168.36,0.0,0.0
2025-12-08 07:30:00,63,23.0,4209.0,168.36,0.0,0.0
2025-12-08 07:45:00,56,16.0,4209.0,168.36,0.0,0.0
2025-12-08 08:00:00,59,19.0,4209.0,168.36,0.0,0.0
2025-12-08 08:15:00,58,18.0,,168.36,0.0,0.0
2025-12-08 08:30:00,60,20.0,4209.0,168.36,0.0,0.0
2025-12-08 08:45:00,54,14.0,4209.0,168.36,0.0,0.0
2025-12-08 09:00:00,70,27.0,4209.0,168.36,0.0,0.0
2025-12-08 09:15:00,72,29.0,4209.0,168.36,0.0,0.0
2025-12-08 09:30:00,70,27.0,4209.0,168.36,0.0,0.0
2025-12-08 09:45:00,82,37.0,4209.0,168.36,0.0,0.0
2025-12-08 10:00:00,70,27.0,4209.0,168.36,0.0,0.0
2025-12-08 10:15:00,64,22.0,4209.0,168.36,0.0,0.0
2025-12-08 10:30:00,72,29.0,4209.0,168.36,0.0,0.0
2025-12-08 10:45:00,81,36.0,4209.0,,0.0,0.0
2025-12-08 11:00:00,76,32.0,4209.0,168.36,0.0,0.0
2025-12-08 11:15:00,64,22.0,4209.0,168.36,0.0,0.0
2025-12-08 11:30:00,66,24.0,4209.0,168.36,0.0,0.0
2025-12-08 11:45:00,77,33.0,4209.0,168.36,0.0,0.0
2025-12-08 12:00:00,64,22.0,4209.0,168.36,0.0,0.0
2025-12-08 12:15:00,58,17.0,4209.0,168.36,0.0,0.0
2025-12-08 12:30:00,73,29.0,4209.0,168.36,0.0,0.0
2025-12-08 12:45:00,66,24.0,4209.0,168.36,0.0,0.0
2025-12-08 13:00:00,57,16.0,4209.0,168.36,0.0,0.0
2025-12-08 13:15:00,72,29.0,4209.0,168.36,,
2025-12-08 13:30:00,75,31.0,4209.0,168.36,0.0,0.0
2025-12-08 13:45:00,69,26.0,4209.0,168.36,0.0,0.0
2025-12-08 14:00:00,90,43.0,4209.0,168.36,0.0,0.0
2025-12-08 14:15:00,78,33.0,4209.0,168.36,0.0,0.0
2025-12-08 14:30:00,71,28.0,4209.0,168.36,0.0,0.0
2025-12-08 14:45:00,74,30.0,4209.0,168.36,0.0,0.0
2025-12-08 15:00:00,74,30.0,4209.0,168.36,0.0,0.0
2025-12-08 15:15:00,67,24.0,4209.0,168.36,0.0,0.0
2025-12-08 15:30:00,72,29.0,4209.0,168.36,0.0,0.0
2025-12-08 15:45:00,68,25.0,4209.0,168.36,,
2025-12-08 16:00:00,80,35.0,4209.0,168.36,0.0,0.0
2025-12-08 16:15:00,76,32.0,4209.0,168.36,0.0,0.0
2025-12-08 16:30:00,85,39.0,4209.0,168.36,0.0,0.0
2025-12-08 16:45:00,80,35.0,4209.0,,0.0,0.0
2025-12-08 17:00:00,69,26.0,4209.0,168.36,0.0,0.0
2025-12-08 17:15:00,65,23.0,4209.0,168.36,0.0,0.0
2025-12-08 17:30:00,70,27.0,4209.0,168.36,0.0,0.0
2025-12-08 17:45:00,59,18.0,4209.0,168.36,0.0,0.0
2025-12-08 18:00:00,60,20.0,4209.0,168.36,0.0,0.0
2025-12-08 18:15:00,57,17.0,4209.0,168.36,0.0,0.0
2025-12-08 18:30:00,58,18.0,4209.0,168.36,0.0,0.0
2025-12-08 18:45:00,60,20.0,4209.0,168.36,0.0,0.0
2025-12-08 19:00:00,60,20.0,4209.0,168.36,0.0,0.0
2025-12-08 19:15:00,63,23.0,4209.0,168.36,0.0,0.0
2025-12-08 19:30:00,56,16.0,4209.0,168.36,0.0,0.0
2025-12-08 19:45:00,61,21.0,4209.0,168.36,0.0,0.0
2025-12-08 20:00:00,58,18.0,4209.0,168.36,0.0,0.0
2025-12-08 20:15:00,57,17.0,4209.0,168.36,0.0,0.0
2025-12-08 20:30:00,58,18.0,4209.0,168.36,0.0,0.0
2025-12-08 20:45:00,54,14.0,4209.0,168.36,0.0,0.0
2025-12-08 21:00:00,57,17.0,4209.0,168.36,0.0,0.0
2025-12-08 21:15:00,61,21.0,4209.0,168.36,0.0,0.0
2025-12-08 21:30:00,57,17.0,4209.0,168.36,0.0,0.0
2025-12-08 21:45:00,58,18.0,4209.0,168.36,0.0,0.0
2025-12-08 22:00:00,59,19.0,4209.0,168.36,,
2025-12-08 22:15:00,57,17.0,4209.0,168.36,14.594530886480776,0.24324218144134627
2025-12-08 22:30:00,59,19.0,4209.0,168.36,13.78419372998351,0.22973656216639185
2025-12-08 22:45:00,59,19.0,4209.0,168.36,14.035455882905184,0.2339242647150864
2025-12-08 23:00:00,56,16.0,4209.0,168.36,14.3909603340694,0.23984933890115664
2025-12-08 23:15:00,55,15.0,4209.0,168.36,13.107224219997414,0.2184537369999569
2025-12-08 23:30:00,55,15.0,4209.0,168.36,14.62753711722169,0.24379228528702818
2025-12-08 23:45:00,57,17.0,4209.0,168.36,13.46811901157032,0.22446865019283865
2025-12-09 00:00:00,55,15.0,4209.0,,13.151148607102316,0.21918581011837193
2025-12-09 00:15:00,56,16.0,4209.0,168.36,15.613520200908434,0.26022533668180725
2025-12-09 00:30:00,57,17.0,4209.0,168.36,13.071160518824394,0.2178526753137399
2025-12-09 00:45:00,60,20.0,4209.0,168.36,15.315158074304305,0.2552526345717384
2025-12-09 01:00:00,59,19.0,4209.0,168.36,14.692675782368378,0.2448779297061396
2025-12-09 01:15:00,56,16.0,4209.0,168.36,14.107521624659713,0.23512536041099522
2025-12-09 01:30:00,58,18.0,4209.0,168.36,14.190498153931532,0.23650830256552555
2025-12-09 01:45:00,57,17.0,4209.0,168.36,15.386233770240342,0.2564372295040057
2025-12-09 02:00:00,62,22.0,4209.0,168.36,12.708082772450894,0.21180137954084824
2025-12-09 02:15:00,58,18.0,4209.0,168.36,14.457883520115216,0.2409647253352536
2025-12-09 02:30:00,57,17.0,4209.0,168.36,15.66419362472566,0.26106989374542766
2025-12-09 02:45:00,60,20.0,4209.0,,12.531170614622631,0.20885284357704387
2025-12-09 03:00:00,62,22.0,4209.0,168.36,15.31696876534372,0.25528281275572867
2025-12-09 03:15:00,60,20.0,4209.0,168.36,15.015656094293503,0.2502609349048917
2025-12-09 03:30:00,56,16.0,4209.0,168.36,13.892376263755187,0.23153960439591978
2025-12-09 03:45:00,57,17.0,4209.0,168.36,15.019737271678776,0.2503289545279796
2025-12-09 04:00:00,61,21.0,4209.0,168.36,16.52170805170709,0.27536180086178486
2025-12-09 04:15:00,56,16.0,4209.0,168.36,11.733204983942862,0.1955534163990477
2025-12-09 04:30:00,55,15.0,4209.0,168.36,13.50019364148605,0.22500322735810083
2025-12-09 04:45:00,57,17.0,4209.0,168.36,13.290640353386214,0.22151067255643692
2025-12-09 05:00:00,60,20.0,4209.0,168.36,12.716404785946123,0.21194007976576873
2025-12-09 05:15:00,61,21.0,4209.0,168.36,17.066543887251907,0.28444239812086514
2025-12-09 05:30:00,58,18.0,4209.0,168.36,11.391032516115859,0.18985054193526432
2025-12-09 05:45:00,61,21.0,4209.0,168.36,17.58919004019354,0.293153167336559
2025-12-09 06:00:00,63,23.0,8100.0,324.0,0.0,0.0
2025-12-09 06:15:00,66,26.0,8100.0,324.0,0.0,0.0
2025-12-09 06:30:00,63,23.0,8100.0,324.0,0.0,0.0
2025-12-09 06:45:00,63,23.0,8100.0,324.0,0.0,0.0
2025-12-09 07:00:00,61,21.0,8100.0,324.0,0.0,0.0
2025-12-09 07:15:00,62,22.0,8100.0,324.0,0.0,0.0
2025-12-09 07:30:00,65,25.0,8100.0,324.0,0.0,0.0
2025-12-09 07:45:00,66,,8100.0,324.0,0.0,0.0
2025-12-09 08:00:00,63,23.0,8100.0,324.0,0.0,0.0
2025-12-09 08:15:00,63,23.0,8100.0,324.0,0.0,0.0
2025-12-09 08:30:00,65,25.0,8100.0,324.0,0.0,0.0
2025-12-09 08:45:00,65,25.0,8100.0,324.0,0.0,0.0
2025-12-09 09:00:00,73,29.0,8100.0,324.0,0.0,0.0
2025-12-09 09:15:00,70,27.0,8100.0,324.0,0.0,0.0
2025-12-09 09:30:00,66,24.0,8100.0,324.0,0.0,0.0
2025-12-09 09:45:00,74,30.0,8100.0,324.0,0.0,0.0
2025-12-09 10:00:00,73,29.0,8100.0,324.0,0.0,0.0
2025-12-09 10:15:00,70,27.0,8100.0,324.0,0.0,0.0
2025-12-09 10:30:00,69,26.0,8100.0,,0.0,0.0
2025-12-09 10:45:00,75,31.0,8100.0,324.0,0.0,0.0
2025-12-09 11:00:00,85,39.0,8100.0,324.0,0.0,0.0
2025-12-09 11:15:00,73,29.0,8100.0,324.0,0.0,0.0
2025-12-09 11:30:00,81,36.0,8100.0,324.0,0.0,0.0
2025-12-09 11:45:00,73,29.0,8100.0,324.0,0.0,0.0
2025-12-09 12:00:00,84,38.0,8100.0,324.0,0.0,0.0
2025-12-09 12:15:00,77,33.0,8100.0,324.0,0.0,0.0
2025-12-09 12:30:00,74,30.0,8100.0,324.0,0.0,0.0
2025-12-09 12:45:00,86,40.0,8100.0,324.0,0.0,0.0
2025-12-09 13:00:00,76,32.0,8100.0,324.0,0.0,0.0
2025-12-09 13:15:00,87,41.0,8100.0,324.0,0.0,0.0
2025-12-09 13:30:00,60,19.0,8100.0,324.0,0.0,0.0
2025-12-09 13:45:00,83,38.0,8100.0,324.0,0.0,0.0
2025-12-09 14:00:00,67,24.0,8100.0,324.0,0.0,0.0
2025-12-09 14:15:00,70,27.0,8100.0,324.0,0.0,0.0
2025-12-09 14:30:00,73,29.0,8100.0,324.0,0.0,0.0
2025-12-09 14:45:00,70,27.0,8100.0,324.0,0.0,0.0
2025-12-09 15:00:00,80,35.0,8100.0,324.0,0.0,0.0
2025-12-09 15:15:00,74,30.0,8100.0,324.0,0.0,0.0
2025-12-09 15:30:00,73,29.0,8100.0,324.0,0.0,0.0
2025-12-09 15:45:00,84,38.0,8100.0,324.0,0.0,0.0
2025-12-09 16:00:00,73,29.0,8100.0,324.0,0.0,0.0
2025-12-09 16:15:00,71,28.0,8100.0,324.0,0.0,0.0
2025-12-09 16:30:00,56,15.0,8100.0,324.0,0.0,0.0
2025-12-09 16:45:00,71,28.0,8100.0,324.0,0.0,0.0
2025-12-09 17:00:00,79,34.0,8100.0,324.0,0.0,0.0
2025-12-09 17:15:00,86,40.0,8100.0,324.0,0.0,0.0
2025-12-09 17:30:00,78,33.0,8100.0,324.0,0.0,0.0
2025-12-09 17:45:00,78,33.0,8100.0,,0.0,0.0
2025-12-09 18:00:00,65,25.0,8100.0,324.0,0.0,0.0
2025-12-09 18:15:00,59,19.0,8100.0,324.0,0.0,0.0
2025-12-09 18:30:00,66,26.0,8100.0,324.0,0.0,0.0
2025-12-09 18:45:00,68,28.0,8100.0,324.0,0.0,0.0
2025-12-09 19:00:00,65,25.0,8100.0,324.0,0.0,0.0
2025-12-09 19:15:00,63,23.0,8100.0,324.0,0.0,0.0
2025-12-09 19:30:00,67,27.0,8100.0,324.0,0.0,0.0
2025-12-09 19:45:00,65,25.0,8100.0,324.0,0.0,0.0
2025-12-09 20:00:00,64,24.0,8100.0,324.0,0.0,0.0
2025-12-09 20:15:00,63,23.0,8100.0,324.0,0.0,0.0
2025-12-09 20:30:00,62,22.0,8100.0,324.0,0.0,0.0
2025-12-09 20:45:00,66,26.0,,,0.0,0.0
2025-12-09 21:00:00,66,26.0,8100.0,324.0,0.0,0.0
2025-12-09 21:15:00,63,23.0,8100.0,324.0,0.0,0.0
2025-12-09 21:30:00,64,24.0,8100.0,324.0,0.0,0.0
2025-12-09 21:45:00,66,26.0,8100.0,324.0,0.0,0.0
2025-12-09 22:00:00,63,23.0,,324.0,12.567327392799365,0.2094554565466561
2025-12-09 22:15:00,63,23.0,8100.0,324.0,9.711538892990013,0.16185898154983355
2025-12-09 22:30:00,65,25.0,8100.0,324.0,11.63483100262651,0.19391385004377518
2025-12-09 22:45:00,66,26.0,8100.0,324.0,6.152187551220315,0.10253645918700525
2025-12-09 23:00:00,63,23.0,8100.0,324.0,11.394361319355394,0.18990602198925657
2025-12-09 23:15:00,63,23.0,8100.0,324.0,10.89633670700814,0.181605611783469
2025-12-09 23:30:00,62,22.0,8100.0,324.0,12.453425064033187,0.20755708440055312
2025-12-09 23:45:00,65,25.0,8100.0,324.0,10.401453887622527,0.17335756479370878
2025-12-10 00:00:00,62,22.0,8100.0,324.0,10.258249120687653,0.17097081867812755
2025-12-10 00:15:00,63,23.0,8100.0,324.0,14.131220114978749,0.23552033524964583
2025-12-10 00:30:00,66,26.0,8100.0,324.0,10.788151934171646,0.1798025322361941
2025-12-10 00:45:00,62,22.0,8100.0,324.0,11.290761226290005,0.18817935377150008
2025-12-10 01:00:00,64,24.0,8100.0,324.0,10.345303843719725,0.17242173072866207
2025-12-10 01:15:00,66,26.0,8100.0,,7.280063523608899,0.12133439206014832
2025-12-10 01:30:00,66,26.0,8100.0,324.0,11.250081731196932,0.18750136218661553
2025-12-10 01:45:00,67,27.0,8100.0,324.0,,
2025-12-10 02:00:00,66,26.0,8100.0,324.0,7.314803859642331,0.12191339766070551
2025-12-10 02:15:00,67,27.0,,324.0,8.361564019965698,0.13935940033276165
2025-12-10 02:30:00,68,28.0,8100.0,324.0,13.778675851117777,0.22964459751862962
2025-12-10 02:45:00,65,25.0,8100.0,324.0,11.082468394291,0.18470780657151667
2025-12-10 03:00:00,65,25.0,8100.0,324.0,9.254528346796622,0.15424213911327703
2025-12-10 03:15:00,63,23.0,8100.0,324.0,11.823042971224796,0.19705071618707992
2025-12-10 03:30:00,66,26.0,8100.0,324.0,14.223213314791746,0.2370535552465291
2025-12-10 03:45:00,65,25.0,8100.0,324.0,9.212068549216951,0.1535344758202825
2025-12-10 04:00:00,64,24.0,8100.0,324.0,7.5009484574988825,0.12501580762498138
2025-12-10 04:15:00,64,24.0,8100.0,324.0,10.721779036065607,0.1786963172677601
2025-12-10 04:30:00,63,23.0,8100.0,324.0,10.745075171287317,0.17908458618812195
2025-12-10 04:45:00,64,,8100.0,324.0,,
2025-12-10 05:00:00,62,22.0,8100.0,324.0,10.543653976495676,0.17572756627492794
2025-12-10 05:15:00,68,28.0,8100.0,324.0,10.677155194654848,0.17795258657758078
2025-12-10 05:30:00,66,26.0,8100.0,324.0,15.441655040691359,0.257360917344856
2025-12-10 05:45:00,65,25.0,8100.0,324.0,11.646891295237365,0.19411485492062275
2025-12-10 06:00:00,67,27.0,6368.0,254.72,0.0,0.0
2025-12-10 06:15:00,68,28.0,6368.0,254.72,0.0,0.0
2025-12-10 06:30:00,63,23.0,6368.0,254.72,0.0,0.0
2025-12-10 06:45:00,63,23.0,6368.0,254.72,0.0,0.0
2025-12-10 07:00:00,66,26.0,6368.0,254.72,0.0,0.0
2025-12-10 07:15:00,64,24.0,6368.0,254.72,,
2025-12-10 07:30:00,64,24.0,6368.0,,0.0,0.0
2025-12-10 07:45:00,62,22.0,6368.0,254.72,0.0,0.0
2025-12-10 08:00:00,63,23.0,6368.0,254.72,0.0,0.0
2025-12-10 08:15:00,66,26.0,6368.0,254.72,0.0,0.0
2025-12-10 08:30:00,62,22.0,6368.0,254.72,0.0,0.0
2025-12-10 08:45:00,63,23.0,6368.0,254.72,0.0,0.0
2025-12-10 09:00:00,60,19.0,6368.0,254.72,0.0,0.0
2025-12-10 09:15:00,68,25.0,6368.0,254.72,0.0,0.0
2025-12-10 09:30:00,55,15.0,6368.0,254.72,0.0,0.0
2025-12-10 09:45:00,80,35.0,6368.0,254.72,0.0,0.0
2025-12-10 10:00:00,55,15.0,6368.0,254.72,0.0,0.0
2025-12-10 10:15:00,79,34.0,6368.0,254.72,0.0,0.0
2025-12-10 10:30:00,68,25.0,6368.0,254.72,0.0,0.0
2025-12-10 10:45:00,83,38.0,6368.0,254.72,0.0,0.0
2025-12-10 11:00:00,68,25.0,6368.0,254.72,0.0,0.0
2025-12-10 11:15:00,68,25.0,6368.0,254.72,0.0,0.0
2025-12-10 11:30:00,82,37.0,6368.0,254.72,0.0,0.0
2025-12-10 11:45:00,69,,6368.0,254.72,0.0,0.0
2025-12-10 12:00:00,68,25.0,6368.0,254.72,0.0,0.0
2025-12-10 12:15:00,82,37.0,6368.0,254.72,0.0,0.0
2025-12-10 12:30:00,59,18.0,6368.0,254.72,0.0,0.0
2025-12-10 12:45:00,78,33.0,6368.0,254.72,0.0,0.0
2025-12-10 13:00:00,83,38.0,6368.0,254.72,0.0,0.0
2025-12-10 13:15:00,69,26.0,6368.0,254.72,0.0,0.0
2025-12-10 13:30:00,82,37.0,6368.0,254.72,0.0,0.0
2025-12-10 13:45:00,72,29.0,6368.0,254.72,0.0,0.0
2025-12-10 14:00:00,83,38.0,6368.0,254.72,0.0,0.0
2025-12-10 14:15:00,65,23.0,6368.0,254.72,0.0,0.0
2025-12-10 14:30:00,84,38.0,6368.0,254.72,0.0,0.0
2025-12-10 14:45:00,80,35.0,6368.0,254.72,0.0,0.0
2025-12-10 15:00:00,74,30.0,6368.0,254.72,0.0,0.0
2025-12-10 15:15:00,80,35.0,6368.0,254.72,0.0,0.0
2025-12-10 15:30:00,82,37.0,6368.0,254.72,0.0,0.0
2025-12-10 15:45:00,55,15.0,6368.0,254.72,0.0,0.0
2025-12-10 16:00:00,83,38.0,6368.0,254.72,0.0,0.0
2025-12-10 16:15:00,90,43.0,6368.0,254.72,0.0,0.0
2025-12-10 16:30:00,58,17.0,6368.0,254.72,0.0,0.0
2025-12-10 16:45:00,82,37.0,6368.0,254.72,0.0,0.0
2025-12-10 17:00:00,71,28.0,6368.0,254.72,0.0,0.0
2025-12-10 17:15:00,72,29.0,6368.0,254.72,0.0,0.0
2025-12-10 17:30:00,89,43.0,6368.0,254.72,0.0,0.0
2025-12-10 17:45:00,55,15.0,,254.72,0.0,0.0
2025-12-10 18:00:00,60,20.0,6368.0,254.72,0.0,0.0
2025-12-10 18:15:00,57,17.0,6368.0,254.72,0.0,0.0
2025-12-10 18:30:00,54,14.0,6368.0,254.72,0.0,0.0
2025-12-10 18:45:00,56,16.0,6368.0,254.72,0.0,0.0
2025-12-10 19:00:00,59,19.0,6368.0,254.72,0.0,0.0
2025-12-10 19:15:00,57,17.0,6368.0,254.72,0.0,0.0
2025-12-10 19:30:00,57,17.0,6368.0,254.72,0.0,0.0
2025-12-10 19:45:00,59,19.0,6368.0,254.72,0.0,0.0
2025-12-10 20:00:00,55,15.0,6368.0,254.72,0.0,0.0
2025-12-10 20:15:00,59,19.0,6368.0,254.72,0.0,0.0
2025-12-10 20:30:00,54,14.0,6368.0,254.72,0.0,0.0
2025-12-10 20:45:00,58,18.0,6368.0,254.72,0.0,0.0
2025-12-10 21:00:00,61,21.0,6368.0,254.72,0.0,0.0
2025-12-10 21:15:00,58,18.0,6368.0,254.72,0.0,0.0
2025-12-10 21:30:00,61,21.0,6368.0,254.72,0.0,0.0
2025-12-10 21:45:00,55,15.0,6368.0,254.72,0.0,0.0
2025-12-10 22:00:00,59,19.0,6368.0,254.72,14.89699099376896,0.24828318322948265
2025-12-10 22:15:00,55,15.0,6368.0,254.72,14.520446947844402,0.24200744913074004
2025-12-10 22:30:00,58,18.0,6368.0,254.72,14.646263390993258,0.24410438984988764
2025-12-10 22:45:00,56,16.0,6368.0,254.72,15.314911909951414,0.25524853183252355
2025-12-10 23:00:00,58,18.0,6368.0,254.72,15.199096942815268,0.2533182823802545
2025-12-10 23:15:00,57,17.0,6368.0,254.72,16.880956486135222,0.28134927476892035
2025-12-10 23:30:00,56,16.0,6368.0,254.72,16.025337436267648,0.26708895727112747
2025-12-10 23:45:00,59,19.0,6368.0,254.72,15.24937511708383,0.2541562519513972
2025-12-11 00:00:00,55,15.0,6368.0,254.72,9.270089223626094,0.1545014870604349
2025-12-11 00:15:00,58,18.0,6368.0,254.72,12.43716521264272,0.20728608687737865
2025-12-11 00:30:00,58,18.0,6368.0,254.72,13.680040191776964,0.2280006698629494
2025-12-11 00:45:00,60,20.0,6368.0,254.72,14.343812164688709,0.23906353607814515
