timestamp,heart_rate,hrv,stress_score,skin_temp
2025-11-25 10:50:00,65.0,58.25,25.2,33.5
2025-11-25 10:51:00,69.0,57.599999999999994,22.2,33.4
2025-11-25 10:52:00,72.0,56.949999999999996,18.4,33.5
2025-11-25 10:53:00,72.0,56.3,22.3,33.5
2025-11-25 10:54:00,74.0,53.9,19.8,33.3
2025-11-25 10:55:00,72.0,40.7,37.1,33.0
2025-11-25 10:56:00,72.0,59.3,21.9,33.1
2025-11-25 10:57:00,72.0,57.4,18.7,33.3
2025-11-25 10:58:00,72.0,49.3,37.9,33.4
2025-11-25 10:59:00,73.0,56.5,17.4,33.5
2025-11-25 11:00:00,71.0,53.1,26.9,33.5
2025-11-25 11:01:00,73.0,52.7,21.3,33.2
2025-11-25 11:02:00,80.0,52.0,22.9,33.5
2025-11-25 11:03:00,80.0,54.9,20.8,33.2
2025-11-25 11:04:00,77.0,47.7,31.6,33.4
2025-11-25 11:05:00,71.0,54.6,6.0,33.1
2025-11-25 11:06:00,70.0,48.1,33.7,33.0
2025-11-25 11:07:00,71.0,55.8,28.8,33.0
2025-11-25 11:08:00,70.0,53.3,19.9,33.3
2025-11-25 11:09:00,69.0,52.3,23.1,33.2
2025-11-25 11:10:00,69.0,59.3,26.9,33.0
2025-11-25 11:11:00,68.0,43.9,27.3,33.4
2025-11-25 11:12:00,66.0,54.0,18.9,33.1
2025-11-25 11:13:00,65.0,63.3,15.6,33.1
2025-11-25 11:14:00,62.0,59.0,21.5,33.3
2025-11-25 11:15:00,60.0,57.9,17.8,33.3
2025-11-25 11:16:00,60.0,60.6,20.1,33.1
2025-11-25 11:17:00,60.0,58.7,13.8,33.4
2025-11-25 11:18:00,60.0,63.9,19.2,33.2
2025-11-25 11:19:00,59.0,58.9,15.5,33.2
2025-11-25 11:20:00,57.0,64.7,6.0,33.6
2025-11-25 11:21:00,57.0,57.6,16.4,33.3
2025-11-25 11:22:00,55.0,64.5,10.5,33.0
2025-11-25 11:23:00,55.0,59.0,16.5,33.1
2025-11-25 11:24:00,53.0,62.1,10.7,33.0
2025-11-25 11:25:00,53.0,64.9,8.8,33.0
2025-11-25 11:26:00,54.0,64.2,1.4,32.8
2025-11-25 11:27:00,54.0,62.1,10.9,33.4
2025-11-25 11:28:00,57.0,59.7,13.4,32.9
2025-11-25 11:29:00,59.0,60.1,13.8,32.9
2025-11-25 11:30:00,59.0,67.9,10.0,33.2
2025-11-25 11:31:00,60.0,57.5,16.7,33.1
2025-11-25 11:32:00,61.0,56.0,15.9,33.2
2025-11-25 11:33:00,65.0,62.0,27.3,32.9
2025-11-25 11:34:00,65.0,58.4,28.6,32.9
2025-11-25 11:35:00,63.0,56.4,5.5,32.9
2025-11-25 11:36:00,63.0,59.4,17.6,33.4
2025-11-25 11:37:00,64.0,52.5,18.0,33.1
2025-11-25 11:38:00,64.0,67.3,19.1,32.9
2025-11-25 11:39:00,64.0,64.9,13.7,33.3
2025-11-25 11:40:00,65.0,54.4,19.4,33.0
2025-11-25 11:41:00,70.0,58.2,15.2,33.0
2025-11-25 11:42:00,70.0,56.4,26.5,32.8
2025-11-25 11:43:00,72.0,62.2,19.8,32.8
2025-11-25 11:44:00,78.0,51.4,34.3,33.0
2025-11-25 11:45:00,78.0,58.6,25.6,33.1
2025-11-25 11:46:00,78.0,58.5,19.7,33.1
2025-11-25 11:47:00,77.0,42.2,26.1,32.5
2025-11-25 11:48:00,78.0,56.5,31.4,32.9
2025-11-25 11:49:00,76.0,43.2,24.1,32.9
2025-11-25 11:50:00,76.0,51.9,16.4,32.9
2025-11-25 11:51:00,72.0,58.2,22.8,32.7
2025-11-25 11:52:00,70.0,48.6,25.5,33.1
2025-11-25 11:53:00,72.0,57.5,18.3,32.7
2025-11-25 11:54:00,72.0,48.9,22.7,32.6
2025-11-25 11:55:00,72.0,51.7,24.0,32.9
2025-11-25 11:56:00,70.0,54.1,25.2,33.0
2025-11-25 11:57:00,67.0,53.5,19.6,32.4
2025-11-25 11:58:00,67.0,65.3,21.9,32.8
2025-11-25 11:59:00,65.0,57.5,35.2,33.1
2025-11-25 12:00:00,65.0,52.9,11.6,32.9
2025-11-25 12:01:00,65.0,52.2,14.8,32.6
2025-11-25 12:02:00,61.0,60.7,18.2,33.1
2025-11-25 12:03:00,61.0,55.0,24.5,32.9
2025-11-25 12:04:00,61.0,60.6,7.5,32.5
2025-11-25 12:05:00,57.0,68.7,4.5,32.55
2025-11-25 12:06:00,57.0,59.6,8.8,32.6
2025-11-25 12:07:00,56.0,57.2,14.8,32.8
2025-11-25 12:08:00,57.0,57.7,9.4,32.9
2025-11-25 12:09:00,56.0,56.5,14.3,32.9
2025-11-25 12:10:00,53.0,67.6,1.9,32.9
2025-11-25 12:11:00,53.0,54.6,3.7,32.8
2025-11-25 12:12:00,55.0,57.6,15.6,32.4
2025-11-25 12:13:00,55.0,56.5,9.1,32.8
2025-11-25 12:14:00,55.0,61.7,14.0,32.6
2025-11-25 12:15:00,53.0,55.2,17.5,33.0
2025-11-25 12:16:00,58.0,61.6,9.6,32.7
2025-11-25 12:17:00,58.0,57.9,14.2,32.7
2025-11-25 12:18:00,58.0,60.6,16.3,32.6
2025-11-25 12:19:00,61.0,59.1,14.8,32.6
2025-11-25 12:20:00,61.0,69.9,14.9,32.6
2025-11-25 12:21:00,61.0,55.6,8.4,32.5
2025-11-25 12:22:00,65.0,59.8,12.2,33.0
2025-11-25 12:23:00,65.0,56.6,22.3,32.3
2025-11-25 12:24:00,66.0,61.0,9.6,32.9
2025-11-25 12:25:00,67.0,54.3,23.9,33.2
2025-11-25 12:26:00,68.0,57.2,17.7,32.5
2025-11-25 12:27:00,71.0,50.1,25.1,32.6
2025-11-25 12:28:00,71.0,55.9,27.7,32.6
2025-11-25 12:29:00,71.0,50.0,22.0,32.8
2025-11-25 12:30:00,74.0,48.2,31.7,33.0
2025-11-25 12:31:00,74.0,62.3,17.7,32.5
2025-11-25 12:32:00,74.0,63.3,20.9,32.7
2025-11-25 12:33:00,75.0,46.8,40.5,32.7
2025-11-25 12:34:00,75.0,56.1,26.9,32.7
2025-11-25 12:35:00,75.0,56.1,32.5,33.0
2025-11-25 12:36:00,75.0,47.6,25.9,32.7
2025-11-25 12:37:00,75.0,57.9,15.4,33.0
2025-11-25 12:38:00,75.0,50.8,21.1,32.4
2025-11-25 12:39:00,74.0,52.0,20.8,32.5
2025-11-25 12:40:00,73.0,62.0,19.5,32.4
2025-11-25 12:41:00,72.0,52.5,10.8,32.7
2025-11-25 12:42:00,71.0,57.8,31.0,32.9
2025-11-25 12:43:00,70.0,49.3,37.3,32.7
2025-11-25 12:44:00,70.0,54.9,23.1,32.7
2025-11-25 12:45:00,67.0,53.7,20.6,32.6
2025-11-25 12:46:00,65.0,57.8,16.9,33.0
2025-11-25 12:47:00,64.0,66.3,16.7,32.3
2025-11-25 12:48:00,60.0,56.2,10.9,32.6
2025-11-25 12:49:00,64.0,68.6,15.5,33.0
2025-11-25 12:50:00,60.0,52.1,17.3,32.9
2025-11-25 12:51:00,62.0,64.8,9.4,32.7
2025-11-25 12:52:00,58.0,61.2,13.0,33.0
2025-11-25 12:53:00,59.0,65.2,12.3,32.7
2025-11-25 12:54:00,56.0,54.3,20.2,32.7
2025-11-25 12:55:00,55.0,67.5,4.8,32.5
2025-11-25 12:56:00,52.0,67.2,0.0,33.1
2025-11-25 12:57:00,52.0,73.7,3.3,32.8
2025-11-25 12:58:00,54.0,65.1,8.0,33.0
2025-11-25 12:59:00,55.0,63.0,8.2,32.8
2025-11-25 13:00:00,69.0,46.0,19.4,33.4
2025-11-25 13:01:00,69.0,54.5,21.8,33.3
2025-11-25 13:02:00,68.0,53.1,21.3,33.0
2025-11-25 13:03:00,67.0,47.4,29.0,33.3
2025-11-25 13:04:00,67.0,61.3,26.1,33.5
2025-11-25 13:05:00,67.0,53.3,13.9,33.3
2025-11-25 13:06:00,65.0,52.5,22.6,33.1
2025-11-25 13:07:00,65.0,50.7,15.8,33.0
2025-11-25 13:08:00,65.0,63.4,10.2,33.8
2025-11-25 13:09:00,66.0,56.5,16.3,33.4
2025-11-25 13:10:00,69.0,57.5,31.5,33.3
2025-11-25 13:11:00,68.0,50.4,24.9,33.3
2025-11-25 13:12:00,72.0,65.2,20.0,32.8
2025-11-25 13:13:00,69.0,58.7,25.0,32.6
2025-11-25 13:14:00,72.0,54.2,21.4,33.1
2025-11-25 13:15:00,73.0,47.0,28.7,33.1
2025-11-25 13:16:00,74.0,58.0,27.8,33.1
2025-11-25 13:17:00,75.0,44.9,30.4,33.0
2025-11-25 13:18:00,75.0,45.9,23.4,33.2
2025-11-25 13:19:00,75.0,55.9,24.8,33.0
2025-11-25 13:20:00,75.0,48.2,26.15,32.9
2025-11-25 13:21:00,79.0,51.1,27.5,32.9
2025-11-25 13:22:00,80.0,45.5,30.9,32.9
2025-11-25 13:23:00,80.0,50.6,35.4,32.7
2025-11-25 13:24:00,77.0,55.9,26.4,33.3
2025-11-25 13:25:00,75.0,59.7,34.4,33.0
2025-11-25 13:26:00,74.0,60.0,30.5,33.0
2025-11-25 13:27:00,74.0,51.6,19.0,32.9
2025-11-25 13:28:00,74.0,50.4,24.6,33.1
2025-11-25 13:29:00,72.0,45.8,35.6,33.0
2025-11-25 13:30:00,72.0,57.4,16.6,33.2
2025-11-25 13:31:00,72.0,56.7,23.7,33.6
2025-11-25 13:32:00,68.0,53.3,18.4,33.0
2025-11-25 13:33:00,67.0,62.5,24.3,33.0
2025-11-25 13:34:00,67.0,59.8,14.4,33.3
2025-11-25 13:35:00,65.0,49.0,30.3,33.5
2025-11-25 13:36:00,66.0,56.5,18.7,33.2
2025-11-25 13:37:00,63.0,67.2,13.6,33.0
2025-11-25 13:38:00,60.0,57.2,13.9,33.5
2025-11-25 13:39:00,60.0,61.3,13.2,33.4
2025-11-25 13:40:00,61.0,53.6,18.7,33.4
2025-11-25 13:41:00,61.0,68.8,14.0,33.1
2025-11-25 13:42:00,60.0,65.7,15.6,33.3
2025-11-25 13:43:00,60.0,65.7,18.8,33.3
2025-11-25 13:44:00,57.0,62.8,16.4,33.0
2025-11-25 13:45:00,56.0,59.6,12.4,33.5
2025-11-25 13:46:00,57.0,62.3,3.8,33.4
2025-11-25 13:47:00,56.0,72.3,5.8,33.3
2025-11-25 13:48:00,57.0,70.0,7.0,33.3
2025-11-25 13:49:00,57.0,62.5,8.9,33.3
2025-11-25 13:50:00,59.0,55.6,15.6,33.1
2025-11-25 13:51:00,59.0,52.7,13.7,33.3
2025-11-25 13:52:00,59.0,59.2,12.2,33.6
2025-11-25 13:53:00,55.0,52.6,14.8,33.2
2025-11-25 13:54:00,55.0,66.1,9.7,33.2
2025-11-25 13:55:00,55.0,66.8,11.6,33.2
2025-11-25 13:56:00,61.0,51.9,12.9,33.1
2025-11-25 13:57:00,61.0,60.7,13.1,33.3
2025-11-25 13:58:00,61.0,67.9,9.6,33.5
2025-11-25 13:59:00,65.0,59.9,19.7,33.4
2025-11-25 14:00:00,65.5,63.2,17.9,33.4
2025-11-25 14:01:00,66.0,64.2,12.6,33.6
2025-11-25 14:02:00,67.0,49.1,23.5,33.2
2025-11-25 14:03:00,69.0,51.1,22.2,32.9
2025-11-25 14:04:00,71.0,43.6,17.8,33.4
2025-11-25 14:05:00,72.0,55.4,19.1,33.3
2025-11-25 14:06:00,72.0,48.2,33.5,33.5
2025-11-25 14:07:00,72.0,54.0,24.8,32.9
2025-11-25 14:08:00,73.0,50.1,20.7,33.2
2025-11-25 14:09:00,79.0,53.4,25.6,33.4
2025-11-25 14:10:00,79.0,55.2,27.5,33.2
2025-11-25 14:11:00,78.0,53.5,31.3,33.4
2025-11-25 14:12:00,78.0,48.2,36.2,33.3
2025-11-25 14:13:00,78.0,46.0,41.0,33.3
2025-11-25 14:14:00,76.0,51.2,23.5,33.4
2025-11-25 14:15:00,76.0,49.2,27.7,33.7
2025-11-25 14:16:00,76.0,52.8,28.4,33.3
2025-11-25 14:17:00,75.0,47.5,26.6,33.0
2025-11-25 14:18:00,73.0,56.6,20.9,33.6
2025-11-25 14:19:00,73.0,49.0,24.0,33.5
2025-11-25 14:20:00,68.0,50.2,32.4,33.3
2025-11-25 14:21:00,72.0,60.3,22.1,33.0
2025-11-25 14:22:00,68.0,60.9,17.7,33.4
2025-11-25 14:23:00,68.0,57.4,17.0,33.1
2025-11-25 14:24:00,66.0,63.4,18.3,33.2
2025-11-25 14:25:00,65.0,42.8,30.2,32.9
2025-11-25 14:26:00,61.0,53.7,10.8,33.5
2025-11-25 14:27:00,60.0,61.8,12.9,33.4
2025-11-25 14:28:00,60.0,53.5,21.7,33.2
2025-11-25 14:29:00,57.0,60.7,17.8,33.4
2025-11-25 14:30:00,57.0,59.8,10.6,33.7
2025-11-25 14:31:00,57.0,63.0,16.9,33.3
2025-11-25 14:32:00,58.0,61.2,10.5,33.2
2025-11-25 14:33:00,56.0,61.3,15.9,33.2
2025-11-25 14:34:00,58.0,52.2,19.0,33.3
2025-11-25 14:35:00,58.0,46.5,28.7,33.2
2025-11-25 14:36:00,58.0,55.6,17.8,33.0
2025-11-25 14:37:00,58.0,73.0,3.8,33.2
2025-11-25 14:38:00,58.0,63.5,12.1,33.3
2025-11-25 14:39:00,60.0,58.2,17.5,33.4
2025-11-25 14:40:00,62.0,66.1,14.5,32.9
2025-11-25 14:41:00,60.0,53.3,19.4,33.0
2025-11-25 14:42:00,62.0,62.8,13.1,33.2
2025-11-25 14:43:00,64.0,60.4,14.9,33.3
2025-11-25 14:44:00,64.0,52.1,22.3,33.3
2025-11-25 14:45:00,62.0,66.7,10.7,33.2
2025-11-25 14:46:00,62.0,59.1,10.0,32.8
2025-11-25 14:47:00,63.0,51.5,17.5,32.7
2025-11-25 14:48:00,64.0,51.8,27.3,33.3
2025-11-25 14:49:00,63.0,69.1,17.8,33.0
2025-11-25 14:50:00,64.0,71.4,2.5,32.8
2025-11-25 14:51:00,72.0,66.3,25.6,33.2
2025-11-25 14:52:00,72.0,58.4,25.5,33.1
2025-11-25 14:53:00,71.0,54.0,19.5,33.0
2025-11-25 14:54:00,71.0,56.0,14.8,32.8
2025-11-25 14:55:00,71.0,60.2,26.6,32.7
2025-11-25 14:56:00,73.0,59.4,15.8,33.0
2025-11-25 14:57:00,73.0,47.2,29.2,32.8
2025-11-25 14:58:00,75.0,55.2,15.7,33.1
2025-11-25 14:59:00,75.0,55.3,25.9,33.3
2025-11-25 15:00:00,75.0,50.2,27.8,33.1
2025-11-25 15:01:00,75.0,52.7,22.5,32.9
2025-11-25 15:02:00,72.0,63.5,12.6,32.8
2025-11-25 15:03:00,72.0,58.4,20.4,33.2
2025-11-25 15:04:00,72.0,55.6,18.6,33.4
2025-11-25 15:05:00,72.0,56.9,24.0,33.0
2025-11-25 15:06:00,72.0,53.6,23.7,32.9
2025-11-25 15:07:00,72.0,64.1,18.0,32.7
2025-11-25 15:08:00,74.0,68.0,12.6,33.3
2025-11-25 15:09:00,70.0,50.3,29.0,33.2
2025-11-25 15:10:00,66.0,55.8,16.7,32.7
2025-11-25 15:11:00,66.0,51.7,20.1,32.7
2025-11-25 15:12:00,64.0,49.4,23.3,33.1
2025-11-25 15:13:00,66.0,63.0,17.6,32.6
2025-11-25 15:14:00,63.0,58.4,15.6,32.9
2025-11-25 15:15:00,63.0,59.0,18.8,32.7
2025-11-25 15:16:00,61.0,52.7,16.7,32.7
2025-11-25 15:17:00,57.0,67.8,14.3,33.0
2025-11-25 15:18:00,57.0,61.1,16.4,32.9
2025-11-25 15:19:00,57.0,60.0,17.4,32.8
2025-11-25 15:20:00,57.0,60.9,15.2,33.0
2025-11-25 15:21:00,53.0,56.6,2.2,32.9
2025-11-25 15:22:00,53.0,53.2,13.9,33.3
2025-11-25 15:23:00,55.0,66.7,8.8,32.8
2025-11-25 15:24:00,55.0,59.7,14.1,32.9
2025-11-25 15:25:00,57.0,68.4,5.6,32.6
2025-11-25 15:26:00,57.0,57.0,13.5,32.8
2025-11-25 15:27:00,59.0,62.9,12.1,32.9
2025-11-25 15:28:00,59.0,62.5,13.3,32.5
2025-11-25 15:29:00,58.0,61.5,6.7,32.7
2025-11-25 15:30:00,58.0,63.6,11.1,32.9
2025-11-25 15:31:00,58.0,50.6,12.5,32.7
2025-11-25 15:32:00,59.0,64.8,17.6,33.0
2025-11-25 15:33:00,61.0,67.2,12.2,32.7
2025-11-25 15:34:00,61.0,58.2,13.1,32.8
2025-11-25 15:35:00,64.0,57.9,19.5,33.0
2025-11-25 15:36:00,68.0,48.7,10.5,32.9
2025-11-25 15:38:00,68.0,59.2,17.0,32.2
2025-11-25 15:39:00,69.0,58.4,11.6,32.8
2025-11-25 15:40:00,70.0,57.9,21.4,32.5
2025-11-25 15:41:00,71.0,51.9,25.9,32.5
2025-11-25 15:42:00,71.0,50.2,23.5,33.1
2025-11-25 15:43:00,71.0,47.5,31.6,32.7
2025-11-25 15:44:00,72.0,59.4,18.2,33.1
2025-11-25 15:45:00,76.0,49.4,38.8,32.6
2025-11-25 15:46:00,76.0,53.1,33.4,33.0
2025-11-25 15:47:00,77.0,48.7,29.8,32.6
2025-11-25 15:48:00,75.0,50.2,28.7,32.7
2025-11-25 15:49:00,72.0,49.7,30.6,32.6
2025-11-25 15:50:00,72.0,53.2,28.1,32.8
2025-11-25 15:51:00,73.0,56.7,22.2,33.0
2025-11-25 15:52:00,74.0,60.2,31.3,32.8
2025-11-25 15:53:00,73.0,63.7,17.9,32.9
2025-11-25 15:54:00,73.0,55.2,30.9,32.8
2025-11-25 15:55:00,72.0,59.0,20.2,32.5
2025-11-25 15:56:00,68.0,46.7,33.7,32.5
2025-11-25 15:57:00,68.0,54.5,22.6,32.9
2025-11-25 15:58:00,68.0,52.0,22.5,32.8
2025-11-25 15:59:00,70.0,65.3,17.7,32.9
2025-11-25 16:00:00,78.0,54.9,30.1,32.9
2025-11-25 16:01:00,78.0,47.5,27.4,33.2
2025-11-25 16:02:00,78.0,50.9,30.2,33.5
2025-11-25 16:03:00,73.0,66.5,22.0,32.8
2025-11-25 16:04:00,72.0,55.7,29.5,33.3
2025-11-25 16:05:00,68.0,50.1,21.5,33.0
2025-11-25 16:06:00,64.0,60.7,24.7,33.2
2025-11-25 16:07:00,63.0,61.8,19.8,33.0
2025-11-25 16:08:00,61.0,58.7,12.2,33.3
2025-11-25 16:09:00,63.0,61.3,9.9,33.1
2025-11-25 16:10:00,61.0,56.6,25.8,33.1
2025-11-25 16:11:00,61.0,64.3,5.6,32.4
2025-11-25 16:12:00,57.0,68.8,4.7,33.3
2025-11-25 16:13:00,57.0,62.2,19.3,33.2
2025-11-25 16:14:00,61.0,63.4,20.9,32.9
2025-11-25 16:15:00,61.0,56.5,12.2,32.8
2025-11-25 16:16:00,60.0,58.3,17.5,33.0
2025-11-25 16:17:00,59.0,67.4,5.4,32.8
2025-11-25 16:18:00,60.0,51.5,15.9,32.8
2025-11-25 16:19:00,66.0,60.3,12.2,33.2
2025-11-25 16:20:00,66.0,60.1,16.3,32.6
2025-11-25 16:21:00,63.0,64.5,22.8,33.1
2025-11-25 16:22:00,63.0,53.1,19.0,32.5
2025-11-25 16:23:00,66.0,56.2,16.9,32.5
2025-11-25 16:24:00,67.0,53.4,15.5,32.3
2025-11-25 16:25:00,67.0,65.1,24.7,32.8
2025-11-25 16:26:00,67.0,58.9,13.6,32.9
2025-11-25 16:27:00,68.0,60.1,20.8,32.8
2025-11-25 16:28:00,72.0,51.7,21.1,33.0
2025-11-25 16:29:00,72.0,48.7,34.8,32.8
2025-11-25 16:30:00,75.0,50.3,13.0,33.1
2025-11-25 16:31:00,72.0,51.0,27.0,33.0
2025-11-25 16:32:00,75.0,52.9,26.2,32.7
2025-11-25 16:33:00,70.0,45.7,31.1,32.9
2025-11-25 16:34:00,75.0,60.9,15.8,32.8
2025-11-25 16:35:00,76.0,58.0,19.0,33.0
2025-11-25 16:36:00,76.0,55.3,26.5,32.9
2025-11-25 16:37:00,76.0,54.2,18.4,32.4
2025-11-25 16:38:00,76.0,56.5,13.2,32.8
2025-11-25 16:39:00,76.0,62.2,22.9,32.8
2025-11-25 16:40:00,73.0,60.3,18.5,32.8
2025-11-25 16:41:00,73.0,49.5,25.7,33.3
2025-11-25 16:42:00,73.0,52.2,23.5,32.7
2025-11-25 16:43:00,73.0,52.7,24.2,33.7
2025-11-25 16:44:00,71.0,50.8,22.1,33.3
2025-11-25 16:45:00,71.0,48.2,28.8,32.9
2025-11-25 16:46:00,69.0,58.8,20.2,33.3
2025-11-25 16:47:00,67.0,61.0,19.9,32.9
2025-11-25 16:48:00,63.0,63.6,12.7,33.0
2025-11-25 16:49:00,62.0,61.7,24.1,32.9
2025-11-25 16:50:00,61.0,65.8,12.8,33.2
2025-11-25 16:51:00,62.0,63.1,10.6,33.3
2025-11-25 16:52:00,59.0,71.2,14.6,33.2
2025-11-25 16:53:00,59.0,58.5,16.0,33.1
2025-11-25 16:54:00,59.0,67.4,5.1,33.4
2025-11-25 16:55:00,60.0,58.9,4.4,33.0
2025-11-25 16:56:00,60.0,59.8,9.2,33.0
2025-11-25 16:57:00,58.0,63.6,10.3,33.1
2025-11-25 16:58:00,58.0,58.3,19.3,33.1
2025-11-25 16:59:00,56.0,68.2,14.9,33.1
2025-11-25 17:00:00,56.0,61.8,6.5,33.2
2025-11-25 17:01:00,56.0,70.2,2.5,33.2
2025-11-25 17:02:00,56.0,60.6,14.4,33.1
2025-11-25 17:03:00,56.0,54.1,16.0,33.6
2025-11-25 17:04:00,58.0,59.9,12.6,33.2
2025-11-25 17:05:00,58.0,63.4,14.7,33.4
2025-11-25 17:06:00,58.0,59.2,17.2,33.6
2025-11-25 17:08:00,59.0,67.5,4.4,33.2
2025-11-25 17:09:00,62.0,59.9,18.9,33.1
2025-11-25 17:10:00,62.0,56.7,21.4,33.4
2025-11-25 17:11:00,64.0,65.0,9.9,33.4
2025-11-25 17:12:00,66.0,66.1,14.1,33.2
2025-11-25 17:13:00,66.0,55.4,23.6,32.9
2025-11-25 17:14:00,66.0,52.4,24.4,33.6
2025-11-25 17:15:00,67.0,54.9,21.5,33.5
2025-11-25 17:16:00,69.0,57.6,24.2,33.4
2025-11-25 17:17:00,70.0,59.2,7.8,33.4
2025-11-25 17:18:00,72.0,45.8,28.3,33.6
2025-11-25 17:19:00,73.0,58.5,30.2,33.5
2025-11-25 17:20:00,74.0,54.4,27.8,33.0
2025-11-25 17:21:00,75.0,49.0,37.3,33.3
2025-11-25 17:22:00,74.0,55.2,25.1,33.6
2025-11-25 17:23:00,73.0,54.4,20.3,33.0
2025-11-25 17:24:00,73.0,53.2,22.5,33.2
2025-11-25 17:25:00,73.0,54.2,15.2,33.4
2025-11-25 17:26:00,75.0,45.3,27.3,33.1
2025-11-25 17:27:00,75.0,59.1,14.1,33.3
2025-11-25 17:28:00,73.0,56.8,24.3,33.1
2025-11-25 17:29:00,73.0,50.0,30.6,33.3
2025-11-25 17:30:00,72.0,50.8,24.8,33.0
2025-11-25 17:31:00,66.0,49.2,23.0,33.4
2025-11-25 17:32:00,66.0,61.8,14.0,33.3
2025-11-25 17:33:00,65.0,57.7,21.8,33.1
2025-11-25 17:34:00,66.0,55.8,15.3,33.1
2025-11-25 17:35:00,66.0,57.4,17.5,33.2
2025-11-25 17:36:00,66.0,59.5,12.1,33.6
2025-11-25 17:37:00,65.0,58.4,20.2,33.3
2025-11-25 17:38:00,63.0,58.8,14.6,33.4
2025-11-25 17:39:00,60.0,61.7,11.8,33.2
2025-11-25 17:40:00,59.0,50.8,14.7,33.3
2025-11-25 17:41:00,60.0,55.2,21.9,33.1
2025-11-25 17:42:00,59.0,61.7,10.6,33.6
2025-11-25 17:43:00,61.0,67.9,12.0,33.1
2025-11-25 17:44:00,55.0,58.5,16.4,33.3
2025-11-25 17:45:00,59.0,66.4,12.6,32.9
2025-11-25 17:46:00,55.0,52.1,21.9,33.5
2025-11-25 17:47:00,54.0,62.0,2.7,33.2
2025-11-25 17:48:00,53.0,66.9,14.3,33.5
2025-11-25 17:49:00,54.0,62.3,0.7,33.1
2025-11-25 17:50:00,56.0,69.0,3.2,33.1
2025-11-25 17:51:00,56.0,63.6,5.9,33.3
2025-11-25 17:52:00,56.0,62.5,12.7,33.2
2025-11-25 17:53:00,56.0,61.6,10.4,33.2
2025-11-25 17:54:00,57.0,69.4,11.3,33.2
2025-11-25 17:55:00,60.0,57.8,21.3,33.3
2025-11-25 17:56:00,60.0,62.4,5.0,33.0
2025-11-25 17:57:00,60.0,61.9,20.4,33.6
2025-11-25 17:58:00,61.0,60.3,7.5,33.1
2025-11-25 17:59:00,64.0,56.2,15.5,33.1
2025-11-25 18:00:00,67.0,64.2,6.4,33.2
2025-11-25 18:01:00,71.0,49.1,13.2,33.1
